BF_Name,BF_Acreage,x2,y2
Charlotte War Assets,3.76,1439882.59210964,545725.707297727
Passport Motors,.53,1980812.71201889,786135.273721725
Orange County Print Shop,.66,1983765.7057848,787665.44159314
Cama Street,3.04,1439029.33791064,529145.249316975
News & Record Greensboro,10.18,1767414.84944539,846073.572480068
Hertron International,0.51,1439546.46909422,531494.851245061
West Morehead II,4.68,1440069.16949239,542298.043877482
Durham Police Station,4.087,2026759.22708106,817537.232899308
Travelers Oil Co,1.94,2323468.39317597,160399.197768554
W. 7th Street,.56,1631150.61213189,858604.378455147
Theron Properties,.53,1458977.66251522,548521.166929901
Heritage Square II,9.58,2030010.94958022,813968.575666562
Elan Indian Trail,27.86,1502230.25678414,489895.557475314
Warehouse Property,9.5,1724285.95473222,852330.875910312
Forest Hill Church,1.887,1461938.99583139,549421.33146815
Grantham Development,2.765,2036452.15684214,811921.962305725
7984 Market Street (RN),2.66,2363021.86984314,199136.705923304
The Foundry II,1.85,1446248.32183222,542647.245934978
Rogers Oil (RN),3.64,2107768.81243689,733310.672350138
Roberts Street Organics (aka RAD Asheville),1.56,939654.562712058,687775.815257311
Acme Spinning Mill (RN),41,1389583.35314138,559457.57550323
Flow North Spruce,2.08,1631083.6355598,857678.777616054
Sunnyvale Drive,42.14,2321828.1005248,155861.892210647
Metrolina Speedway,39.7,1452650.28606239,575968.425355479
Robinson Terrace South,3.49,969781.534938306,590874.925726146
Wise Oil (RFR),2.38,1532377.13120155,665366.01690115
Almont Shipping 2,.95,2317001.13314463,182530.518335223
Southern Steel Co,5.18,1435712.1857523,541422.704420805
Cotton Seed Oil Mill (RN),2.4,1442848.80435306,536321.542379066
Mallard Griffin Lumber Co. (RFR),5.62,2418035.64334555,555995.477768645
Battery & Ignition Distribution,1.68,1439267.55921897,530737.973821804
Affordable Custom Iron (RN),3.87,1439705.0242233,530316.285688818
Charlotte Van and Storage Co (RN),5.91,1437905.69022356,527017.915973231
Durable Wood,11.9,1492754.35447614,539704.40733248
HP Fabrics-Kimwell (RN),4.02,1609171.84572205,837772.079568639
Caraustar and Savona Mills,30.4,1442485.2017338,548601.580482975
Philcron Automotive II,1.55,1443660.99695438,536021.502952889
Herrin Brothers Coal & Ice,10.47,1461122.43972172,550898.356073141
Strawn Cottages,1,1446860.63884905,538559.351879805
Dick Keffer Pontiac Buick GMC (RN),12.12,1438247.18724397,520984.352252975
Bancroft Warehouse,3.73,1453956.39795147,549072.610708892
400 N. Mason (RN),2.82,2046225.58480181,721877.347775891
Blythe Isenhour (RN),1.67,1438336.26777448,523264.473348901
Thonit A Simmons Co (RN),11.03,1407738.3066608,508400.325583816
Red Carpet Inn,2.84,1448673.42065655,538997.300807059
The Vega (RN),0.61,2029432.88938464,818981.260523066
Kerner Village Shopping Ctr (RN),14.94,1679009.09417063,860922.822965235
JJQ Investments (RFR),0.47,937680.541069552,685228.712411895
Bookers Garage,0.53,1456021.03391406,543351.04931739
Latta Park,1.73,1449805.08243522,534711.347436726
Raleigh MGP II,5.9,2104563.85427989,737270.590611398
Diversey Water Technologies,1.60,1445413.12140289,540982.717767984
Progress Court (West Bros. Transfer),11.44,2111572.81860839,749549.949582815
Downtown South - Raleigh Reclamation,11.02,2105948.20452955,730075.522324398
Wilmington Waterfront,.95,2317261.60309614,182565.428042307
Northern Telecom,94.89,2043449.10708706,778479.37958473
Kroehler Manufacturing (RN),6.55,1462433.99549755,533000.008339733
Huttig Sash and Door Co.,8.88,1441119.87736472,545579.125569895
Cornell Dubilier,3.24,2059832.88731155,668240.144683063
Schrifts Mart,23.01,1976901.11190248,839336.355967641
Johnston Mill (RN),5.414,1461370.49335948,550402.568350807
Nebel Knitting (RN),2.05,1444807.40411039,537179.908772558
Electrical Apparatus & Machine Co,2.158,1445914.02099164,540944.696846649
Swannanoa Laundry,0.48,944022.760012388,690046.062029138
REEP-LRC II (RN),16.42,1423946.72043814,507773.069292396
Sherwin Williams (RN),12,1457971.89484172,539784.393064901
North Davidson II,3.79,1458130.09728122,547697.115756482
Seventh Street Properties,1.68,1456678.57360947,537340.482926473
Youngs Auto Repair,.57,1446113.76140581,538028.581943974
Clorox-GE Facility,7.41,1442051.98672096,546681.724086478
Idaho Timber,,2174918.98522289,932342.515099317
Dimon Property,,2423145.11803472,550874.565438315
Stratford Metals,,1632491.8945543,851857.276135728
Cranston Print Works,,956548.202809215,627681.837348387
Old Crabtree Landfill,,2097674.72370122,759961.876921639
Heinz Pickle Plant,,2165516.37345073,941303.929263055
Chatham Park,,1472272.60278881,920743.717430815
Chatham Manufacturing WWTP,,1472272.60278881,920743.717430815
Camel City Cleaners,,1634546.85205856,857224.85070239
Thermex Property,,1816061.71179713,861390.465402648
Spanco Inc.,,1937779.35123539,640062.997297317
"Resco Products, Inc.",,1744305.82282889,841882.349235222
Moser-Hall,,1511769.65699664,497162.439923137
Prarie Plastics,,1504122.53679222,575874.944571316
Pillowtex Plant 1,,1536744.61229597,654547.339391559
Pillowtex WWTP,,1512429.15174064,642566.548392564
JDS Uniphase,,2037048.55755222,789420.631652311
Pender St Friendly Cleaners,,2324907.67376196,717007.12523289
Pride-Trimble Plant,,1885673.49252081,524623.519515306
Millennium Fund,,1628928.46959455,856179.939406395
Campbell-Everhart Site,,2596170.57119572,479641.037630066
Texfi-New Bern,,2566048.2656268,510276.032790393
Color-Tex International,,1585050.10689214,719862.311451644
Holmes Property,,2103680.74482563,727879.510640308
Asheville Waste Paper Site,,940975.647668302,686567.605731472
Ecusta - 2,,893925.225037053,571021.575012982
Ecusta - 1,,893925.225037053,571021.575012982
South Terminal,,2317078.19598264,160131.155325651
Virginia Mills,,1892115.77064672,828097.294128224
Almont-Old Wilmington Harbour,,2318302.3634818,183624.335701391
Conitron Site,,1727115.89362614,773689.958717391
Cone Mills Granite,,1891688.05562289,851777.667371064
Blevins Oil - Spruce Pines,,1095488.30189697,803810.899131566
Knitcraft Manufacturing,,1384886.96850531,554434.798803389
Yorkshire Americas Plant,,1371741.74643622,565315.671070471
Manchester,,1509760.92709023,627311.694059804
Raleigh Dialysis Center,,2107606.08835289,733433.203601137
Lexington Furniture - 2,,1628615.68150622,756654.669297233
Navassa Slaughterhouse,,2300272.45728447,192088.135046721
Masonite Corporation,,2274666.07247372,803179.551312894
Texfi-Haw,16.8,1892503.03463598,852330.434966311
Walgreens Shopping Center,,1567102.54272172,696376.501467973
Ray Paving Company,3.81,2148534.75649539,807737.913915306
Raleigh Convention Center,0.51,2106618.59131214,736313.578745887
Wallace Commons,15.05,1558776.67125013,690927.258757561
Ecusta Mill Property,,893925.225037053,571021.575012982
Abernathy Lumber,,1463256.03191122,551141.213855147
Kayser Roth Property,7,1880755.75432481,845072.883864641
Wallace Commons II,15.05,1558900.04436298,691015.878659055
Imperial Campus,6.84,2481703.40544547,680614.631416976
Grover Industries,5,1034361.72041023,553707.248093143
Wake Forest Technology Park,35.16,2132244.73592588,788033.772877484
Regal Manufacturing,,1307466.08627389,735446.191701144
Rutherford Corporate Center - Lot 5,5,1145559.0337763,588568.104880482
Tyson Williams Property,1.43,2088258.04141913,696619.805771396
Cape Fear Meat Packing Plant,,2299395.47872347,190833.054551646
Liebherr Mining,1.43,2079060.48632348,679708.298255891
CVS (RN),2.17,968333.16480355,584913.06986773
Stanley Furniture,16.38,1843028.74382097,547554.297800645
Carolina Classic Bathware,7.17,2323209.75885072,718348.022813559
NZRTP Cardinal (RN),45.8,2035482.27787639,771197.17761372
Zagora Gear,1.41,1445199.88396847,540540.520161554
E. W. Williams,1.43,2088310.44059256,696114.573186055
Retreat at Renaissance (RN),13.63,2145758.44708739,808905.771815807
Rocky Mount Villas,12.47,2354096.10619864,804042.745124564
Hotel Louise,0.21,2578064.32263139,658015.23665522
Southern Resources Scrap Metal,4.8,1463277.56402038,551567.70742473
Hanover Center II,39.26,2331478.7938218,171922.726230651
Victory Cab (RN),1.73,1450142.88589346,541254.275623813
Cameron Village Condos (RN),4.91,2101629.32930905,742627.883702561
Clingman and Hilliard Aves,2.97,941427.188759968,689328.254409641
Austin-Berryhill,7.5,1711627.42460313,855828.396474317
Wrights Executive Sales II,2.23,2029353.5614593,820036.555984646
Selles Bagwell,3.25,1442344.55831431,535728.197437137
Peerless Master Cleaners & Dyers,1.15,2104866.9734243,739104.564633727
Bancroft II,3.73,1454049.4778178,548954.467900559
Pete's Texaco (RN),.44,1454893.64837356,534165.719590977
Pembroke Oil Bulk Plant,2,1942769.29696414,338543.959260479
Crayton Printing (RN),2.82,1442693.62159255,535360.818250641
Trawick Rd (RN),4.468,2125188.85239989,749539.965350807
E W Williams II,1.43,2088203.99625164,696255.522707313
National Linen Service (RN),2.58,2320392.2805618,172251.015928388
694 W. Crowell St Property,2.97,1534092.21077664,452915.479532734
General Baptist Convention (RN),.51,2107380.07043222,736320.91698581
Merchants Bonded Cotton Warehouse (RN),4.49,1453639.52522564,545318.497154146
OMC Bombardier II,62,1030198.51416972,804243.159421891
Yandle-Witherspoon (RN),4.85,1453878.88203038,544796.063815817
Acme Machine and Tool Co.,36.5,1437087.5707968,541504.67833823
Seven Up Bottling Co (RN),4.9,2106345.9114113,735920.52966322
Fifth Third Bank (RN),1.82,1451431.48666272,514441.897162065
Parlier Plumbing,1,1439866.21189305,747213.36108014
Cullman Ave Property,1.06,1459958.73863706,550495.730894148
Gary L. and Sarah S. Smith Properties,37.227,1867517.95435689,721080.672531977
Garner Road Property,5.25,2109092.42888413,732185.544022977
Phil Mechanic Bldg II,.32,939813.928863138,687692.67992489
Stanadyne Corp,30.5,2570752.18404047,665296.991776735
Gas Fired Products (RN),2.44,1442092.18447521,536850.124983311
Chapel Hill Publishing Co (RN),0.8,1981142.57422005,785940.626145139
Bridgeton Marina,15.67,2590130.96155581,506873.836510807
Levine Museum,1.63,1450879.04222955,542985.919470221
Terminix,.24,1444458.26406063,537664.198486388
Trimble Plant Rd (RN),14.41,1886243.42117096,524555.946815804
N. Trade St Apartments (RFR),4.03,1631574.3274918,859628.385921568
Dilworth Auto Service,2.28,1445264.72996739,537536.801759556
Doggett Street,2.44,1443376.44732663,537127.892144307
Lyman Stoneyard (RN),2.78,939853.881211057,686458.899912149
AJACC Auto,5.335,1437350.97939073,527182.350027561
Stickley Furniture (RN),1.53,1701160.43339805,805391.103976399
Brayton International Furnishings (RN),7.69,1707088.69516355,790642.81424731
HP Fabrics-Distribution Warehouse,4.78,1609447.47804481,838147.210380062
Wave Transit Maintenance,1.5,2322295.98968089,175911.869499058
Bland St Assemblage,2.47,1446164.9601223,538949.741190895
Erwin Oil (RN),2.45,2028539.79340181,820395.32495214
Perfecting Services Division II,4.24,1458990.73893264,552667.989672974
South & Hollis LoSo (RN),2.6,1440595.29573672,530563.295693472
MillerCoors Brewery,"1,358.97",1789478.26791689,1008687.25118907
Hart Furniture,1.6,1863713.98558688,719745.059061483
Southern Mechanical II,7.79,1432986.40314613,559343.567201063
Exxon Co,8.02,1436681.44660905,540921.192956641
Zucker Junkyard,6.17,2089571.43019655,727935.731656477
Dynatech II,2.28,1441274.46104506,537387.528764144
The Mechanic Man (RN),.71,1442507.4969648,547566.5881304
McLaurin Trucking Company (RN),3.5,1457782.99856597,550250.031254306
Coleman Mill,10.14,1526394.88758864,599616.226484984
James Waste Oil,9.13,1453737.16249755,547059.259420648
TA Sherrill Construction,2.83,1457036.23857655,547153.943614483
Maaco Fleet Solutions,1.14,1442460.70375131,536199.570838228
Martin Millwork,3.55,2101881.30649538,739245.154575646
North Hills Expansion (RN),7.18,2105343.75035788,759744.460361734
East Side Truk Service,3.39,2054986.6775158,458176.69899714
Erwin Terrace Self Storage,2,2015306.19749372,821761.21132797
Bendel Corporation,20.03,1460665.89601539,562101.602367401
Greenville MGP,2,2482191.58819614,682797.203167304
Takeda,586.8,2297449.63583039,212164.569303229
Erwin Terrace Apartments (RN),5.88,2015265.56338863,821380.841353804
Earps Seafood,2.39,2103723.30281138,732142.266222388
Morehead City Shopping Center,2.123,2683191.9644098,361902.122845888
Byrum Seed (RN),4,1437856.69294623,527992.20798789
Guilford College,28.4,1727540.16574347,836851.777931556
Davidson Depot II,4.7,1449126.09724464,642228.230827734
Pharr Yarns (RN),37.11,1395400.62759605,551552.038492814
Carolina Tractor Supply,1.96,1436603.68560971,558922.950588226
SouthBank Building,7.83,2028281.49634622,818043.938906893
Chemway Corporation (RN),1.26,1441066.27576588,546324.358659476
Southern Bakeries Co (RN),1.26,1445572.0892608,539061.249169976
Kindley St (RN),10.14,2105951.44041547,735404.103202641
Clawson Radiator II (RN),.86,1445186.28753898,538243.32528089
Pharr Yarns II (RN),17.49,1371050.09066731,560239.706156805
Stewart Warner (RN),10.97,1634667.27209331,867788.525113061
Johnsons Garage,1.84,1983445.85931164,790349.117000058
East 34th Street,1,1462821.11513014,547167.182761222
Wix Filtration II,3.55,1354218.43469813,559948.915727898
Domestic Laundry I,1.153,1450022.19453381,537954.907222554
Berryhill-Tuckaseegee,7.236,1440665.91961122,545968.69171989
N Tryon Assemblage,7.56,1458457.64058939,550624.689953804
National Welders Suppy,3.6,1441779.46265972,547216.973344058
Clariant Corp (RN),9.79,1464309.29128763,531341.401092649
Regal Mfg III (RN),2,1307560.65465431,735402.246579066
Carolina J and M Auto,2.14,1438934.13961022,531358.751123562
2300 N Tryon,3.58,1456721.62372021,548994.706337139
FT Williams Trucking (RN),4.546,1441081.10185172,552220.58571215
Thomasville Plant H III (RN),10.5,1633593.48946397,861073.574632227
Cook Body (RN),7.03,1438434.09795938,541441.09021081
Acme Garage,3.59,1450750.41453405,543299.716742888
George Fern Co (RN),9.6,1431045.89062297,540575.438398808
RJ Reynolds - Area 2B,36.57,1630583.74417114,871253.605781317
Borden Textile Mill (RN),12.93,2301353.62835047,599367.81654872
Harrelson Ford (RN),8.59,1438768.86467831,513035.901286393
Charlotte Oil and Fertilizer Works II (RN),.93,1443572.9869598,536420.043494388
Ledwig Musser Facility (RFR),7.77,1551301.60647589,453461.723847061
Hunter Wrecker (RN),7.02,1454942.31330247,544367.440657318
Assistance League (RN),3,1439644.0105658,531739.849114642
East Cama Street (RN),.56,1438503.16015722,529071.63824372
Imperial Mills (RN),23,1392345.25837871,548753.054261401
Jones Electric Repair,1.21,1452600.15296055,541573.827478141
Brown School (RN),4.46,1635985.51092663,860745.90566814
Polo Road,3.92,1627304.17199014,872732.492587313
Parkwood Station II,2.94,1456369.74614313,545863.462271556
Mt. Gilead Property (RN),3.55,1699389.5068218,535692.328742474
TR Line Railroad Corridor,190,968368.751018465,585602.495326146
Statesville Road,4.99,1451093.81148505,583927.87400347
Prose University Apts (RN),2.92,1477739.48260306,569517.368375733
Chapel Hill Road,8.13,2078422.12966055,742959.947670981
Pinnacle Storage,3.25,1214183.62159248,909125.193423808
True Textiles Greenway,.23,1455838.58283539,912405.960484311
Louisburg Rd (RN),11.76,2134643.26524955,772279.852285638
Simpson's Texaco Service,4.2,1439894.68066813,528608.066992387
Aamco Transmission,.73,1442105.30616814,535495.993177146
Crockers Automotive (RN),.85,2104171.22612813,738811.906098306
IBM Parcels 4 and 5,44.68,1470668.10698205,564939.892950639
Dynatech III,2,1441083.65893322,537168.664700568
Dynatech IV,2,1440708.99629672,537400.128476471
Forshaw Chemicals,6.1,1441843.12460589,547726.455592811
Project East,1,1449083.15933838,533274.282397479
Patterson Ave.,8.2,1633447.91003072,860469.958713472
Winnifred Street,1.53,1445425.15615572,539378.470976472
Fulbright Laboratories (RN),.92,1444694.59035964,536504.629283234
WinstonSalem Landfill,24.62,1625347.68049631,845601.905772477
Lake Wheeler Assemblage,7.52,2103894.65253431,734397.821422562
Former CSX Railway (RN),3.02,1440847.37594122,546554.406755805
Raleigh Ice Center (RN),13.28,2111806.3060023,751341.644162148
National Upholstery Company,2.5,1694508.37124288,795528.583347142
Rhyne West (RN),15.951,1412764.96425839,565852.245128557
Robinwood Property (RN),26.65,1506042.87743972,550515.851916894
Winston Mills,24.67,980252.268589973,696563.009953231
B and H Sheet Metal II (RN),1.29,938839.317951471,688017.743579224
Angier Avenue Assemblage (RN),9.39,2033198.33264114,812994.162261054
Wrights Cleaners (RN),2.21,1441268.59950823,534132.513292566
Exxon Wooster (RN),1.45,2319168.86338922,174906.998149231
Nu Brite Cleaners (RN),.85,1518744.20111838,635635.480889887
Hammond Center (RN),35.77,2106977.7959743,727325.528480559
Reagents Facility,5.26,1437606.40571713,507904.313452482
Yorkshire Americas Plant III,17.09,1372011.44209105,565573.477641478
Parkdale Mills (RN),30,1339765.5055988,556411.952985555
Lee's Truck Stop,1.97,1454567.44364539,547301.749421224
Shop Towel Rentals,.66,1455662.10615422,549118.25333415
N Mangum St II,1.49,2030467.62550414,818997.199467555
Mock Judson Mill,8.67,1753129.53516831,842492.462188229
Colwick Road Property (RN),1.691,1462589.07064672,524659.006977141
Taxi Cab Co - H and H Auto (RN),1.48,1444928.87696455,536531.211907223
Eno Industrial Park (RN),160.73,2040153.99556705,839635.439358979
Clanton Road (RN),7.21,1438088.08454381,531615.743391722
Beaty's Bindery (RN),2.55,1460469.31045055,550675.424432397
Jones Chemicals,4.22,1444835.3682933,543318.205879137
Press Club Cleaners (RN),2.3,1440864.95661472,531051.233037814
Leland Auto Salvage,2.49,2301843.54272497,180896.624621391
Commercial Equipment Co (RN),7.54,1455007.43915647,551284.743751809
Crown NC9 Gas Station (RN),.58,1439451.61003198,520317.48810114
Dilworth Auto Svc II,1.22,1445071.70607522,537442.249455228
Swim Master,21.22,2418583.56186913,790489.414947808
920 Brookstown Avenue (RN),4.15,1629118.12505513,855737.335960895
Terminix II (RN),1.15,1444471.08129223,537538.747293726
Moss Trucking Co (RN),4.5,1459122.25605805,551631.860511646
Fli-Back Facility (RN),8.84,1699653.5259788,802311.907706976
C Baker Well (RN),1.88,1439628.20679164,513747.921843976
Carolina Nitrogen Corp (RN),33.35,2315127.56963456,193627.399356648
Admiration Hosiery Mills (RN),9.274,1437499.57456598,528788.54727447
Holiday Inn (RN),1.31,2105604.60843197,739368.983724311
Valdese Weavers Mill (RN),1.37,1238604.84473155,735518.801135972
Sawmill Hollow (RN),3.86,1032451.25539914,804572.162044734
Rhyne Road (RN),39.25,1411880.57823189,564271.97663556
Osage Cotton Mill (RN),6.585,1318696.26099198,565940.92146039
McLaurin Trucking Co II (RN),3.5,1457907.02423656,550131.623026565
Mid Town Used Cars (RN),2.76,1446728.14501956,540336.578968391
Chemonic (RN),.64,1757475.20987588,842673.244306982
Acme Cab Co (RN),1.45,2107473.58960214,736529.63671273
WIlmington Shipyard (RFR),30.33,2315815.71884881,184025.614426389
WPDA - Area 4,3.69,1630796.21815564,869533.707974389
205 Bland Street,.91,1446364.0128738,539108.797959387
Rhyne Road Assemblage (RN),98.11,1410963.10204847,565806.493579641
Cabarrus-Dawson Streets (RN),1.17,2105570.61276506,736789.44557631
Downtown South-Penmarc (RN),45.29,2104644.34558871,730568.114186972
Statesville Avenue Properties,18.87,1451077.90797356,555567.799818233
House of Threads II,3.58,1456758.94680831,549010.161358729
West Martin,1.22,2105567.5645428,737725.351512894
Lyman Stoneyard II (RN),2.8,939796.533884809,686454.47997348
Tryon Mall,6.45,1465122.61872922,552510.52640523
Depot Street (RN),.37,813224.106255889,657969.909646139
Riverman II,7.4,2317378.06907055,174902.337397397
Atkinson Street,8.65,2157116.23670772,694699.279756814
Scarlett's 66 (RN),.34,1455904.82286039,542982.215737477
Novel University Hill (RN),6.5,2014102.91151448,807994.976393312
Cabarrus Street Assemblage (RN),1.06,2105062.71843964,736858.678705558
Durham YMCA (RN),2.27,2029253.47209255,818430.859064817
Continental Ind Chemical (RN),6.59,1433554.62051363,558198.553414971
"Ramco Fabricators, Inc.",13,1699229.07275946,861418.074271306
Modern Mold & Tool (RN),4.3,1457629.57925339,547038.142008811
Carpet Warehouse,3.32,1633657.93684164,859577.33418639
Cleveland Mills,33.42,1236986.01233931,614929.65419139
W Z Morton Warehouse (RN),2.14,2482618.91181655,680382.53279981
City Motors (RN),2.06,1562459.52510488,699829.324942887
Fairway One Stop #13 (RN),.403,1873418.31361914,850652.403545484
Nivens Property,1.598,1441064.54217355,533282.225294977
Bev's Touch Cleaners (RN),.93,1446492.84594947,538347.179075807
2500 E. Market Street,7.28,1777296.20107372,847883.807376638
ICI Americas (RFR RN),3.67,1456353.61264522,548612.33669506
The Creamery (RN),2.64,2104764.2196928,741026.141171142
Modern Cleaners (RN),1.54,1439583.73279922,523282.721671984
CE Smith Co,3.8,1750421.95265697,866600.986805722
Eastvale Shopping Center,1.15,951256.018183634,686239.256650642
South Hills Mall,34.84,2076796.01808339,733906.603244901
Hillsborough Assemblage,.99,2105154.5870223,739083.664084971
JM Bernhardt Mill,3.22,1246049.76291256,795836.789423644
Growers Outlet,6.13,1435229.02267663,492371.462628484
High Street District,2,2105363.29920331,738689.199978888
Piedmont Plating and Anodizing Co. (RN),2.6,1442575.29177672,535117.565784395
Nations Ford Rd Assemblage,10.97,1435217.46134806,525175.654565901
A and A Truck and Auto,14.28,1407526.30281971,548297.456747398
Woodlawn Mill,3.54,1397693.48783971,571484.209258318
Air Liquide Facility,2.15,1443039.40239705,534438.210843891
Service Distributing Co (RN),3.75,1437246.91398205,528973.581353232
Harris Auto II (RN),5.38,1452294.42391323,551588.307777226
Tarmac Virginia (RN),4.59,1463625.3228393,551444.379259318
Toyota of Boone (RN),.6,1214089.55517955,908760.523549482
ServiceMaster Fox,.46,1439303.6077033,531102.534116313
Wilkinson Blvd (RN),3.39,1439947.09099638,541827.170803472
Stevcoknit Fabrics II,54.36,2304817.09058364,358715.352972731
Villa Mobile Home Park,9.91,1521129.51393305,635662.146190897
Charlotte Aircraft II,5.79,1484947.70014197,536490.036464646
National Cash Register Svc (RN),3.21,1447065.05904388,540151.545217723
Scott & Roberts Drycleaning II (RN),1.71,2027054.99551839,818972.499385729
1601 South Blvd (RN),.61,1445803.00152864,537652.367145225
Sir Walter Raleigh Gun Range (RN),46.21,2145307.33447255,746970.685712472
Pattons Facility (RN),2.79,1441293.99840756,531495.880114391
Swannanoa River Rd (RN),25.76,950557.423124135,682783.374454811
South End Business Park (RN),45.7,1438635.30293755,532528.130346477
Nisbet Marine Mart,.62,1446040.15689422,539398.147774398
United Air Filter (RN),2.13,1444358.9460178,542622.388045058
Kinder Morgan,72.96,2318443.63911788,187062.689717054
Heritage Square III (RN),9.85,2029685.71696296,814389.456058398
Vikon Chemical,6.39,1880449.6683228,849133.712029055
Cary Towne Center,87.26,2071054.01447555,736599.33440797
Asheville Mall Sears (RN),15.62,951285.482035473,685751.33735089
401 Par Golf Assemblage,72.76,2098695.50217147,709094.81264548
Allred Metal Stamping (RN),14.93,1693013.18952197,790013.020887479
Smokey Mountain Petroleum (RN),2.73,955774.56426464,683976.65750131
Stockham Valves and Fitting Warehouse (RN),2.18,1441963.43112381,534925.908031225
Singer Furniture Bryson City II (RN),20.66,671867.281030476,638589.997946724
Dynamic Auto Works II,1.31,1446297.9696988,542886.878001645
Fortress Wood Products (RFR),17.62,1733555.47064197,825203.398013145
Raleigh Oil Mill (RN),1.31,2105111.78887956,737666.812259898
Winston Container,15.5,1425167.27475555,539954.090560138
Pag Chadbourn Property,5.1,2052287.69013163,205274.251719058
Forshaw Chemicals II,6.1,1441840.31752488,547670.47506173
Revels Esso (RN),1.64,1449392.7489423,544594.682984978
Legionaire Road (RN),43,1328593.78286356,639347.135211974
Cleveland Avenue Homes (RN),23.81,1636068.75715122,862853.104865804
B&B Used Auto Parts (RN),15.0,1456641.31088872,557924.730799899
North Graham Hopedale II,2.81,1880189.11142921,854032.6681104
Cemex Consruction (RN),3.74,1636030.28052214,868850.636505887
Stateville Rd Property II (RN),4.99,1451140.25693022,583920.79987064
WT Harris Blvd,27.46,1484820.71187888,535815.077512726
Angier Ave Assemblage II,21.658,2033725.24530122,813073.499372721
Tillet Chemical (RN),5.55,1434800.84767997,491804.82662265
Yuasa-Exide Distribution (RN),2.9,1464119.30249439,550891.536861062
Southern Concrete (RN),3.60,1441425.83475806,547114.901697814
Charlotte Supply (RN),4.8,1447455.62551998,542740.866810724
Stay Right Tank (RN),2.92,2084720.1278913,743284.81250681
NC Self Storage,21.69,1886660.16246347,525207.771955729
AMP 11 (RN),6.17,1768581.29789989,852848.371922567
Eastern Electric Facility,6.75,1468040.37142389,548519.677103475
Textile Rubber and Chemical Co (RN),1.93,1458403.26405773,547691.901199982
401 S College Street,2.3,1448980.03979397,541286.245048061
Southern Cleaners,1.56,2473249.69827156,369453.433530644
Ables Auto (RN),3.82,1437331.77864172,541575.926883399
American Hardwar and Equip Co (RN),3.909,1447618.77840889,542127.752879471
Cessco,1.7,1466838.63891922,538177.19122681
Ocean Hill,7.92,2932330.11081755,973437.286584139
Phoenix Aluminum Packaging (RN),21.48,1637402.88243572,848832.878313139
Sun Printing,.42,1633554.8943968,849817.430805981
Durham Summit (RN),14.41,2028260.87565255,835697.959373057
Dixon Quick Coupling,4.24,1459068.62001047,552781.78242439
Chadwick Hoskins/Arlo (RN),1.14,1457112.8791713,541312.046505645
Piedmont Plating and Anodizing II (RN),2.6,1442381.48671813,535242.005496144
Beaufort Marine Park,32,2704202.40204763,661763.09694165
Escobar Truck Equipment (RN),2.62,1457845.99548721,554338.495518312
Massengill & Murphy Autos (RN),.7932,2029456.63900906,819920.102477387
Tennessee Carolina Transportation (RN),.79,1459661.00169972,552801.78664948
Faires Trailer Sales,5.8,1459720.94711788,551949.732579306
Hunter Wrecker II (Martin Transfer & Storage),1.298,1454909.09847389,544562.414676815
Hunter Wrecker II,5.9,1454911.31336448,544341.322599307
West Village (RN),1.19,2027996.03825572,818696.460567728
Mills Market,3.2,1446002.60578822,635440.180755556
DKL Investments (Lewis Storage),4.51,1752210.84901355,840791.307782143
Levine Museum II,.70,1450959.24220039,543059.105675563
PC Mart (Former),2.1,1437952.99557513,525351.185710892
Charlotte War Assets II (RN),7.54,1439691.90843588,545841.701816395
Southern Wipers II (RN),5.66,1457720.59186664,547558.055667147
Nisbet Marine Mart II (RN),.62,1446074.71325555,539387.083820149
Trinity Park (RN),16.4,1443852.24689998,577395.127226472
Acme Garage II (RN),5.07,1450689.3506798,543309.514295474
Womble-Arrington LCID,59.03,1973613.1630978,765218.038981482
Nissen Wagon Works,9.06,1643899.81104289,846465.717036977
"Elastic Fabrics of America, Inc.",14.99,1771415.69216546,829690.435626984
Cleveland Mills II,40.7,1236848.69830947,614819.176393971
Alma Desk Co (RN),3.25,1699800.67463464,802538.72877565
Nutrien Property,10.68,1634463.2232888,868545.31165722
Days Inn and Motel 6 (RN),12.56,2015299.10334781,826754.814857811
Stewart Warner II,10.97,1634557.64304747,867895.247668639
Laurinburg-Maxton Army Air Force Base (RN),100,1887508.74377155,371466.474452063
Domestic Laundry II,.919,1449760.13698706,538112.36983414
Toyota of Boone II,1.66,1214145.58131422,908851.58373481
Durham Coca Cola Bottling Co (RN),10.269,2016815.49139114,825948.401772484
Friendly Center (RN),15.3,1753471.9498378,850628.826492891
Wheeler Bros and Co (RN),2.8,1628319.96884306,756150.250030473
ICI Americas II,3.67,1456412.10432614,548669.115124807
Borden Brick and Tile (RN),95.68,2039194.42596389,810509.842098475
Southern Concrete II,8.85,1441242.53328739,546732.665585637
The Madison,1.409,2104491.25239097,741815.875812143
South Tryon Assemblage,1.914,1442558.91221631,536732.125547394
Stanadyne Diesel II,30.009,2570366.17857888,665905.301255643
XL Cleaners,2.083,1627622.6306708,868264.226261392
Packaging Unlimited II,43,1327747.89938472,639853.435380474
Rutherford Crossing,16.412,1285391.31546289,598347.840898395
Morgan Mills,9.4,1641636.72600214,580872.660297647
PNG Charlotte (RFR),15.7,1437695.45704822,527557.635038137
Friendly Center II,7.1,1753642.07515372,851731.466019899
